scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Stipa speciosa,Desert Needlegrass,no,no,yes,yes,no,no,late spring,1'-3',1'-2',grass,5,7,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ACSP12,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ACSP12,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ACSP12,https://plants.usda.gov/plant-profile/ACSP12,https://en.wikipedia.org/wiki/Stipa_speciosa,https://www.wildflower.org/plants/result.php?id_plant=ACSP12
Stokesia laevis,Stokes' Aster,no,yes,yes,no,yes,no,late spring,"12""-24""","18""-24""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STLA6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STLA6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STLA6,https://plants.usda.gov/plant-profile/STLA6,https://en.wikipedia.org/wiki/Stokesia_laevis,https://www.wildflower.org/plants/result.php?id_plant=STLA6
Stylophorum diphyllum,Celandine Poppy,yes,yes,no,no,yes,no,early spring,1'-2',"12""-18""",flower-or-herb,7,5,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STDI3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STDI3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STDI3,https://plants.usda.gov/plant-profile/STDI3,https://en.wikipedia.org/wiki/Stylophorum_diphyllum,https://www.wildflower.org/plants/result.php?id_plant=STDI3
Symphoricarpos albus,Common Snowberry,yes,yes,yes,yes,yes,no,late spring,3'-6',3'-6',shrub,5,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYAL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYAL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYAL,https://plants.usda.gov/plant-profile/SYAL,https://en.wikipedia.org/wiki/Symphoricarpos_albus,https://www.wildflower.org/plants/result.php?id_plant=SYAL
Symphoricarpos mollis,Creeping Snowberry,yes,yes,yes,yes,no,no,late spring,"6""-12""",3'-6',shrub,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYMO,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYMO,https://plants.usda.gov/plant-profile/SYMO,https://en.wikipedia.org/wiki/Symphoricarpos_mollis,https://www.wildflower.org/plants/result.php?id_plant=SYMO
Symphoricarpos orbiculatus,Coralberry,yes,yes,no,yes,yes,no,late summer,2'-4',3'-6',shrub,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYOR,https://plants.usda.gov/plant-profile/SYOR,https://en.wikipedia.org/wiki/Symphoricarpos_orbiculatus,https://www.wildflower.org/plants/result.php?id_plant=SYOR
Symphoricarpos oreophilus,Mountain Snowberry,no,yes,no,no,yes,no,late spring,2'-4',3'-6',shrub,6,7,8,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOR2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYOR2,https://plants.usda.gov/plant-profile/SYOR2,https://en.wikipedia.org/wiki/Symphoricarpos_oreophilus,https://www.wildflower.org/plants/result.php?id_plant=SYOR2
Symphoricarpos rotundifolius,Roundleaf Snowberry,yes,yes,yes,no,yes,yes,late spring,1'-3',3'-6',shrub,7,4,8,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYRO,https://plants.usda.gov/plant-profile/SYRO,https://en.wikipedia.org/wiki/Symphoricarpos_rotundifolius,https://www.wildflower.org/plants/result.php?id_plant=SYRO
Symphyotrichum ascendens,Western Aster,no,no,yes,no,yes,no,late spring,"12""-36""","12""-18""",flower-or-herb,7,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYAS3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYAS3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYAS3,https://plants.usda.gov/plant-profile/SYAS3,https://en.wikipedia.org/wiki/Symphyotrichum_ascendens,https://www.wildflower.org/plants/result.php?id_plant=SYAS3
Symphyotrichum boreale,Northern Bog Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"18""-24""",flower-or-herb,7,5,4,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYBO2,https://plants.usda.gov/plant-profile/SYBO2,https://en.wikipedia.org/wiki/Symphyotrichum_boreale,https://www.wildflower.org/plants/result.php?id_plant=SYBO2
Symphyotrichum chilense,Pacific Aster,no,yes,yes,no,yes,yes,late summer,2'-4',"18""-24""",flower-or-herb,8,7,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYCH4,https://plants.usda.gov/plant-profile/SYCH4,https://en.wikipedia.org/wiki/Symphyotrichum_chilense,https://www.wildflower.org/plants/result.php?id_plant=SYCH4
Symphyotrichum ciliolatum,Lindley's Aster,no,no,yes,yes,no,no,late summer,1'-3',"12""-18""",flower-or-herb,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYCI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYCI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYCI,https://plants.usda.gov/plant-profile/SYCI,https://en.wikipedia.org/wiki/Symphyotrichum_ciliolatum,https://www.wildflower.org/plants/result.php?id_plant=SYCI
Symphyotrichum cordifolium,Common Blue Wood Aster,no,no,yes,no,yes,no,late summer,2'-3',"18""-24""",flower-or-herb,8,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYCO4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYCO4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYCO4,https://plants.usda.gov/plant-profile/SYCO4,https://en.wikipedia.org/wiki/Symphyotrichum_cordifolium,https://www.wildflower.org/plants/result.php?id_plant=SYCO4
Symphyotrichum drummondii,Drummond's Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"12""-18""",flower-or-herb,7,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYDR,https://plants.usda.gov/plant-profile/SYDR,https://en.wikipedia.org/wiki/Symphyotrichum_drummondii,https://www.wildflower.org/plants/result.php?id_plant=SYDR
Symphyotrichum dumosum,Rice Button Aster,no,yes,yes,no,yes,yes,late summer,"12""-24""","12""-18""",flower-or-herb,7,4,5,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYDU2,https://plants.usda.gov/plant-profile/SYDU2,https://en.wikipedia.org/wiki/Symphyotrichum_dumosum,https://www.wildflower.org/plants/result.php?id_plant=SYDU2
Symphyotrichum ericoides,White Heath Aster,no,no,yes,yes,no,no,late summer,1'-3',1'-3',flower-or-herb,6,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYER,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYER,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYER,https://plants.usda.gov/plant-profile/SYER,https://en.wikipedia.org/wiki/Symphyotrichum_ericoides,https://www.wildflower.org/plants/result.php?id_plant=SYER
Symphyotrichum falcatum,White Prairie Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"18""-24""",flower-or-herb,8,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYFA,https://plants.usda.gov/plant-profile/SYFA,https://en.wikipedia.org/wiki/Symphyotrichum_falcatum,https://www.wildflower.org/plants/result.php?id_plant=SYFA
Symphyotrichum foliaceum,Alpine Leafybract Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"12""-18""",flower-or-herb,7,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYFO2,https://plants.usda.gov/plant-profile/SYFO2,https://en.wikipedia.org/wiki/Symphyotrichum_foliaceum,https://www.wildflower.org/plants/result.php?id_plant=SYFO2
Symphyotrichum laeve,Smooth Blue Aster,no,no,yes,yes,no,no,late summer,2'-4',"18""-24""",flower-or-herb,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYLA3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYLA3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYLA3,https://plants.usda.gov/plant-profile/SYLA3,https://en.wikipedia.org/wiki/Symphyotrichum_laeve,https://www.wildflower.org/plants/result.php?id_plant=SYLA3
Symphyotrichum lanceolatum,White Panicle Aster,no,yes,yes,no,yes,yes,late summer,2'-4',"18""-24""",flower-or-herb,7,7,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYLA6,https://plants.usda.gov/plant-profile/SYLA6,https://en.wikipedia.org/wiki/Symphyotrichum_lanceolatum,https://www.wildflower.org/plants/result.php?id_plant=SYLA6
Symphyotrichum lateriflorum,Calico Aster,no,no,yes,no,yes,yes,late summer,1'-3',"18""-24""",flower-or-herb,7,5,5,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYLA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYLA4,https://plants.usda.gov/plant-profile/SYLA4,https://en.wikipedia.org/wiki/Symphyotrichum_lateriflorum,https://www.wildflower.org/plants/result.php?id_plant=SYLA4
Symphyotrichum novae-angliae,New England Aster,no,yes,no,no,yes,no,late summer,2'-6',"18""-36""",flower-or-herb,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYNO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYNO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYNO2,https://plants.usda.gov/plant-profile/SYNO2,https://en.wikipedia.org/wiki/Symphyotrichum_novae-angliae,https://www.wildflower.org/plants/result.php?id_plant=SYNO2
Symphyotrichum novi-belgii,New York Aster,no,yes,yes,no,yes,yes,late summer,2'-4',"18""-24""",flower-or-herb,7,7,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYNO3,https://plants.usda.gov/plant-profile/SYNO3,https://en.wikipedia.org/wiki/Symphyotrichum_novi-belgii,https://www.wildflower.org/plants/result.php?id_plant=SYNO3
Symphyotrichum oblongifolium,Aromatic Aster,no,yes,yes,yes,yes,no,late summer,1'-3',"18""-24""",flower-or-herb,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOB,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOB,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYOB,https://plants.usda.gov/plant-profile/SYOB,https://en.wikipedia.org/wiki/Symphyotrichum_oblongifolium,https://www.wildflower.org/plants/result.php?id_plant=SYOB
Symphyotrichum oolentangiense,Skyblue Aster,yes,yes,yes,yes,yes,no,late summer,1'-3',"18""-24""","flower-or-herb,shrub",7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYOO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYOO,https://plants.usda.gov/plant-profile/SYOO,https://en.wikipedia.org/wiki/Symphyotrichum_oolentangiense,https://www.wildflower.org/plants/result.php?id_plant=SYOO
Symphyotrichum patens,Late Purple Aster,no,yes,yes,no,yes,yes,late summer,2'-4',"18""-24""",flower-or-herb,8,7,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYPA11,https://plants.usda.gov/plant-profile/SYPA11,https://en.wikipedia.org/wiki/Symphyotrichum_patens,https://www.wildflower.org/plants/result.php?id_plant=SYPA11
Symphyotrichum pilosum,Hairy White Oldfield Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"12""-18""",flower-or-herb,7,4,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYPI2,https://plants.usda.gov/plant-profile/SYPI2,https://en.wikipedia.org/wiki/Symphyotrichum_pilosum,https://www.wildflower.org/plants/result.php?id_plant=SYPI2
Symphyotrichum puniceum,Purplestem Aster,no,no,yes,no,yes,yes,late summer,2'-4',"18""-24""","flower-or-herb,shrub",7,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYPU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYPU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYPU,https://plants.usda.gov/plant-profile/SYPU,https://en.wikipedia.org/wiki/Symphyotrichum_puniceum,https://www.wildflower.org/plants/result.php?id_plant=SYPU
Symphyotrichum racemosum,Smooth White Oldfield Aster,no,yes,yes,no,yes,yes,late summer,2'-4',2'-3',flower-or-herb,7,7,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYRA5,https://plants.usda.gov/plant-profile/SYRA5,https://en.wikipedia.org/wiki/Symphyotrichum_racemosum,https://www.wildflower.org/plants/result.php?id_plant=SYRA5
Symphyotrichum sericeum,Western Silver Aster,no,yes,yes,yes,no,no,late summer,1'-3',"12""-24""",flower-or-herb,7,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYSE2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYSE2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYSE2,https://plants.usda.gov/plant-profile/SYSE2,https://en.wikipedia.org/wiki/Symphyotrichum_sericeum,https://www.wildflower.org/plants/result.php?id_plant=SYSE2
Symphyotrichum shortii,Short's Aster,yes,yes,no,no,yes,no,late summer,1'-3',"18""-24""",flower-or-herb,8,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYSH,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYSH,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYSH,https://plants.usda.gov/plant-profile/SYSH,https://en.wikipedia.org/wiki/Symphyotrichum_shortii,https://www.wildflower.org/plants/result.php?id_plant=SYSH
Symphyotrichum tenuifolium,Perennial Saltmarsh Aster,no,yes,yes,no,yes,yes,late summer,1'-3',"12""-18""",flower-or-herb,7,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYTE6,https://plants.usda.gov/plant-profile/SYTE6,https://en.wikipedia.org/wiki/Symphyotrichum_tenuifolium,https://www.wildflower.org/plants/result.php?id_plant=SYTE6
Symphyotrichum undulatum,Wavyleaf Aster,no,yes,yes,yes,no,no,late summer,2'-4',"18""-24""",flower-or-herb,7,6,5,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYUN,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYUN,https://plants.usda.gov/plant-profile/SYUN,https://en.wikipedia.org/wiki/Symphyotrichum_undulatum,https://www.wildflower.org/plants/result.php?id_plant=SYUN
Symplocarpus foetidus,Skunk Cabbage,yes,no,no,no,no,yes,early spring,1'-3',3'-4',flower-or-herb,5,5,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYFO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SYFO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SYFO,https://plants.usda.gov/plant-profile/SYFO,https://en.wikipedia.org/wiki/Symplocarpus_foetidus,https://www.wildflower.org/plants/result.php?id_plant=SYFO
Tabebuia heterophylla,White Cedar,no,yes,yes,yes,yes,no,late spring,20'-30',15'-25',"shrub,tree",7,7,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TAHE,https://plants.usda.gov/plant-profile/TAHE,https://en.wikipedia.org/wiki/Tabebuia_heterophylla,
Taraxacum officinale,Common Dandelion,no,yes,yes,no,yes,yes,early spring,"6""-24""","12""-18""",flower-or-herb,8,5,9,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TAOF,https://plants.usda.gov/plant-profile/TAOF,https://en.wikipedia.org/wiki/Taraxacum_officinale,
Taxodium ascendens,Pond Cypress,no,no,yes,no,yes,no,N/A,50'-70',10'-20',tree,7,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TAAS,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TAAS,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TAAS,https://plants.usda.gov/plant-profile/TAAS,https://en.wikipedia.org/wiki/Taxodium_ascendens,https://www.wildflower.org/plants/result.php?id_plant=TAAS
Taxodium distichum,Bald Cypress,no,yes,yes,no,yes,no,N/A,50'-70',20'-30',tree,8,7,4,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TADI2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TADI2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TADI2,https://plants.usda.gov/plant-profile/TADI2,https://en.wikipedia.org/wiki/Taxodium_distichum,https://www.wildflower.org/plants/result.php?id_plant=TADI2
Tecoma stans,Yellow Trumpetbush,no,yes,yes,yes,no,no,late spring,6'-12',6'-8',shrub,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TEST,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TEST,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TEST, removed tree",https://plants.usda.gov/plant-profile/TEST,https://en.wikipedia.org/wiki/Tecoma_stans,https://www.wildflower.org/plants/result.php?id_plant=TEST
Tellima grandiflora,Bigflower Tellima,yes,yes,yes,no,yes,no,early spring,"12""-24""","12""-18""",flower-or-herb,5,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TEGR2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TEGR2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TEGR2,https://plants.usda.gov/plant-profile/TEGR2,https://en.wikipedia.org/wiki/Tellima_grandiflora,https://www.wildflower.org/plants/result.php?id_plant=TEGR2
Tetraclea coulteri,Coulter's Wrinklefruit,no,yes,yes,no,yes,yes,late spring,2'-4',2'-3',"flower-or-herb,shrub",7,7,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TECO,https://plants.usda.gov/plant-profile/TECO,https://en.wikipedia.org/wiki/Tetraclea_coulteri,https://www.wildflower.org/plants/result.php?id_plant=TECO
Tetraneuris acaulis,Stemless Four-Nerve Daisy,no,yes,yes,yes,yes,no,late spring,"6""-12""","12""-18""",flower-or-herb,7,4,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TEAC,https://plants.usda.gov/plant-profile/TEAC,https://en.wikipedia.org/wiki/Tetraneuris_acaulis,https://www.wildflower.org/plants/result.php?id_plant=TEAC
Tetraneuris scaposa,Stemmy Four-Nerve Daisy,no,yes,no,yes,no,no,late spring,1'-2',"12""-18""","flower-or-herb,shrub",5,3,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TESC2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TESC2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TESC2,https://plants.usda.gov/plant-profile/TESC2,https://en.wikipedia.org/wiki/Tetraneuris_scaposa,https://www.wildflower.org/plants/result.php?id_plant=TESC2
Thalia dealbata,Powdery Alligator-Flag,no,yes,no,no,no,yes,late spring,3'-6',2'-3',flower-or-herb,5,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=THDE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=THDE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=THDE,https://plants.usda.gov/plant-profile/THDE,https://en.wikipedia.org/wiki/Thalia_dealbata,https://www.wildflower.org/plants/result.php?id_plant=THDE
